"id","number","vtown","category","condition","status","entry_date"
"1905","LEB-1024","Pole Vehicle","Bolan","Old","Active","2024-10-24"
"1906","SAA-1369","Pole Vehicle","Bike","New","Active","2024-10-26"
"1907","SAA-1418","Pole Vehicle","Bike","New","Active","2024-11-01"
"1908","VS-14","Night Operations","Vacuum Sweeper","New","Active","2024-11-07"
"1909","VS-16","Night Operations","Vacuum Sweeper","New","Active","2024-11-07"
"1910","VS-17","Night Operations","Vacuum Sweeper","New","Active","2024-11-07"
"1911","LHN-4175","Allama Iqbal Town","Dumper","New","Active","2024-11-07"
"1912","VS-19","Night Operations","Vacuum Sweeper","New","Active","2024-11-20"
"1913","VS-20","Night Operations","Vacuum Sweeper","New","Active","2024-11-20"
"1914","VS-18","Night Operations","Vacuum Sweeper","New","Active","2024-11-20"
"1915","VS-21","Night Operations","Vacuum Sweeper","New","Active","2024-11-20"
"1916","VS-18","Night Operations","Vacuum Sweeper","New","Active","2024-11-20"
"1917","SAA-1423","Pole Vehicle","Bike","New","Active","2024-11-20"
"1918","LES-3644","Pole Vehicle","Toyota Vigo","Old","Active","2024-11-20"
"1919","LEG-5548","Pole Vehicle","Bike","Old","Active","2024-11-21"
"1920","LEG-2030","Pole Vehicle","Bike","Old","Active","2024-12-05"
"1921","VS-25","Ravi Town","Vacuum Sweeper","New","Active","2024-12-05"
"1922","LEJ-1024","Pole Vehicle","Bolan","Old","Active","2024-12-11"
"1923","VS-23","Night Operations","Vacuum Sweeper","New","Active","2024-12-11"
"1924","LEJ-1169","Pole Vehicle","Bolan","Old","Active","2024-12-12"
"1925","C-737","Samanabad Town","Compactor","New","Active","2024-12-17"
"1926","C-1389","Nishter Town","Compactor","New","Active","2024-12-17"
"1927","C-730","Shalimar Town","Compactor","New","Active","2025-01-02"
"1928","C-736","Nishter Town","Compactor","New","Active","2025-01-13"
"1929","C-733","Samanabad Town","Compactor","New","Active","2025-01-15"
"1930","RT-30","Samanabad Town","Rikshaw","New","Active","2025-01-17"
"1931","RT-17","Samanabad Town","Rikshaw","New","Active","2025-01-17"
"1932","VS-22","Night Operations","Vacuum Sweeper","New","Active","2025-02-03"
"1934","GBE-998","Pole Vehicle","Toyota Fortuner","New","Active","2025-02-03"
"1935","LEJ-1410","Pole Vehicle","Bolan","Old","Active","2025-02-07"
"1936","LEG-5570","Pole Vehicle","Bike","Old","Active","2025-02-14"
"1937","C-731","DGBT","Compactor","New","Active","2025-02-14"
"1938","C-747","Nishter Town","Compactor","New","Active","2025-02-14"
"1939","C-739","Gulberg Town","Compactor","New","Active","2025-02-14"
"1940","C-746","Wahga Town","Compactor","New","Active","2025-02-14"
"1941","C-744","DGBT","Compactor","New","Active","2025-02-17"
"1942","LEJ-1366","Pole Vehicle","Bolan","New","Active","2025-02-21"
"1943","SAA-1397","Pole Vehicle","Bike","New","Active","2025-02-21"
"1944","SAA-1379","Pole Vehicle","Bike","New","Active","2025-02-22"
"1945","VS-27","Ravi Town","Vacuum Sweeper","New","Active","2025-03-10"
"1946","C-726","Gulberg Town","Compactor","New","Active","2025-03-10"
"1947","VS-29","Ravi Town","Vacuum Sweeper","New","Active","2025-03-10"
"1948","VS-31","Ravi Town","Vacuum Sweeper","New","Active","2025-03-10"
"1949","VS-32","Ravi Town","Vacuum Sweeper","New","Active","2025-03-10"
"1950","VS-30","Ravi Town","Vacuum Sweeper","New","Active","2025-03-10"
"1951","C-742","Samanabad Town","Compactor","New","Active","2025-03-10"
"1952","C-735","Gulberg Town","Compactor","New","Active","2025-03-10"
"1953","LEG-5465","Pole Vehicle","Cultus","Old","Active","2025-03-12"
"1954","LED-5465","Pole Vehicle","Cultus","Old","Active","2025-03-12"
"1955","c-748","Nishter Town","Compactor","New","Active","2025-03-15"
"1956","SAA-1424","Pole Vehicle","Bike","New","Active","2025-03-24"
"1957","SAA-1424","Pole Vehicle","Bike","New","Active","2025-03-24"
"1958","LEG-5598","Ring Road","Bike","Old","Active","2025-04-03"
"1959","C-732","DGBT","Compactor","New","Active","2025-04-09"
"1960","LEG-5598","Ring Road","Bike","Old","Active","2025-04-14"
"1961","C-745","Shalimar Town","Compactor","New","Active","2025-04-14"
"1962","C-740","Allama Iqbal Town","Compactor","New","Active","2025-04-19"
"1963","C-749","Choose...","Choose...","Choose...","Choose...","2025-04-21"
"1964","C-749","Allama Iqbal Town","Compactor","New","Active","2025-04-21"
"1965","C-741","Ravi Town","Compactor","New","Active","2025-04-21"
"1966","VS-26","Allama Iqbal Town","Vacuum Sweeper","New","Active","2025-04-23"
"1967","VS-24","Allama Iqbal Town","Vacuum Sweeper","New","Active","2025-04-26"
"1968","C-743","DGBT","Compactor","New","Active","2025-04-26"
"1969","VS-28","Night Operations","Vacuum Sweeper","New","Active","2025-04-26"
"1970","SAA-1389","Pole Vehicle","Bike","New","Active","2025-04-26"
"1971","SAA-1376","Pole Vehicle","Bike","New","Active","2025-04-26"
"1972","C-728","Nishter Town","Compactor","New","Active","2025-04-30"
"1973","C-734","Wahga Town","Compactor","New","Active","2025-05-06"
"1974","C-734","Wahga Town","Compactor","New","Active","2025-05-11"
"1975","C-729","Ravi Town","Compactor","New","Active","2025-05-21"
